"a). Catch(2019) = Zero"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","3975638.38271505","3975638.38271505","3975638.38271505","0.00281078124314158","0.00411183521634613","0.00408894845817867"," ","2018","2345982.31728889","0.457005817456298","1000558.99491934"
"1","4519013.86897967","3412259.06171774","3407822.41529196","0.0396632104102966","0.0580225109144823","0.0576995536203062"," ","2019","1974804.71637382","0.668544597299067","1000558.99999999"
"2","683297.641790332","3738298.60343369","2771398.4335959","0.0765392761090037","0.111967764018123","0.111344543727716"," ","2020","1699897.96155944","0.664823432","760213.041304371"
"3","1154065.08213806","544785.028899902","2876754.71877115","0.202312610730275","0.295959039694563","0.294311711284602"," ","","","",""
"4","2494490.10579795","811377.346819524","348776.820476373","0.340787845430027","0.498531668930497","0.495756807306598"," ","","","",""
"5","828584.021928141","1526986.97510844","424198.524077777","0.408333920115755","0.597343459885917","0.594018605024278"," ","","","",""
"6","785975.56514907","474083.907526387","723216.27687847","0.486355305973737","0.711479372377069","0.707519229161213"," ","","","",""
"7","961329.355141429","415952.220199671","200317.769617071","0.524776007880986","0.767684242650927","0.763411259253956"," ","","","",""
"8","714406.614172802","489576.662522114","166149.195989486","0.524776007880986","0.767684242650927","0.763411259253956"," ","","","",""
"9","387815.639989016","363826.199605637","195557.962917514","0.524776007880986","0.767684242650927","0.763411259253956"," ","","","",""
"10","257783.017788983","197503.057286508","145327.822785437","0.524776007880986","0.767684242650927","0.763411259253956"," ","","","",""
"11","221354.233669952","131281.281310131","78891.210528619","0.524776007880986","0.767684242650927","0.763411259253956"," ","","","",""
"12","204814.142760885","217034.973799153","139132.484275948","0.524776007880986","0.767684242650927","0.763411259253956"," ","","","",""
""
"d). Catch(2019) = 2018  +25%"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","3975638.38271505","3975638.38271505","3975638.38271505","0.00281078124314158","0.00564108681289133","0.00560662301180807"," ","2018","2345982.31728889","0.457005817456298","1000558.99491934"
"1","4519013.86897967","3412259.06171774","3402614.98017671","0.0396632104102966","0.0796019305125229","0.079115608427786"," ","2019","1911385.84340246","0.917186101393623","1250698.75"
"2","683297.641790332","3738298.60343369","2712233.9276899","0.0765392761090037","0.153610211459989","0.152671741277255"," ","2020","1483789.33109256","0.911582621","832300.149639513"
"3","1154065.08213806","544785.028899902","2759419.62712923","0.202312610730275","0.406030530926909","0.403549917542336"," ","","","",""
"4","2494490.10579795","811377.346819524","312423.845018812","0.340787845430027","0.683942880841312","0.679764382587436"," ","","","",""
"5","828584.021928141","1526986.97510844","352408.266288858","0.408333920115755","0.819504220629661","0.814497520434561"," ","","","",""
"6","785975.56514907","474083.907526387","579141.917119469","0.486355305973737","0.97608894665944","0.970125603705673"," ","","","",""
"7","961329.355141429","415952.220199671","153744.999021361","0.524776007880986","1.05319722941885","1.04676279913616"," ","","","",""
"8","714406.614172802","489576.662522114","124882.48423128","0.524776007880986","1.05319722941885","1.04676279913616"," ","","","",""
"9","387815.639989016","363826.199605637","146986.953953682","0.524776007880986","1.05319722941885","1.04676279913616"," ","","","",""
"10","257783.017788983","197503.057286508","109232.545058581","0.524776007880986","1.05319722941885","1.04676279913616"," ","","","",""
"11","221354.233669952","131281.281310131","59296.8885353518","0.524776007880986","1.05319722941885","1.04676279913616"," ","","","",""
"12","204814.142760885","217034.973799153","104575.951572762","0.524776007880986","1.05319722941885","1.04676279913616"," ","","","",""
""
"e). Fbar(2019) = 0.24 (Fmp)"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","3975638.38271505","3975638.38271505","3975638.38271505","0.00281078124314158","0.00147610265030923","0.00147610265030923"," ","2018","2345982.31728889","0.457005817456298","1000558.99491934"
"1","4519013.86897967","3412259.06171774","3416816.37143595","0.0396632104102966","0.0208294295933804","0.0208294295933804"," ","2019","2090509.92740361","0.24","427351.851032149"
"2","683297.641790332","3738298.60343369","2876416.14111931","0.0765392761090037","0.0401951694365849","0.0401951694365849"," ","2020","2222510.75118575","0.24","428226.524415105"
"3","1154065.08213806","544785.028899902","3090816.88365728","0.202312610730275","0.106245970446337","0.106245970446337"," ","","","",""
"4","2494490.10579795","811377.346819524","421637.231787137","0.340787845430027","0.178967268641012","0.178967268641012"," ","","","",""
"5","828584.021928141","1526986.97510844","583921.15380556","0.408333920115755","0.214439591542295","0.214439591542295"," ","","","",""
"6","785975.56514907","474083.907526387","1060623.4598946","0.486355305973737","0.255413101923717","0.255413101923717"," ","","","",""
"7","961329.355141429","415952.220199671","316072.375641767","0.524776007880986","0.275590018946488","0.275590018946488"," ","","","",""
"8","714406.614172802","489576.662522114","271776.592970098","0.524776007880986","0.275590018946488","0.275590018946488"," ","","","",""
"9","387815.639989016","363826.199605637","319881.637544958","0.524776007880986","0.275590018946488","0.275590018946488"," ","","","",""
"10","257783.017788983","197503.057286508","237718.276667963","0.524776007880986","0.275590018946488","0.275590018946488"," ","","","",""
"11","221354.233669952","131281.281310131","129045.369645434","0.524776007880986","0.275590018946488","0.275590018946488"," ","","","",""
"12","204814.142760885","217034.973799153","227584.324575219","0.524776007880986","0.275590018946488","0.275590018946488"," ","","","",""
""
"f). Fbar(2019) = 0.23 "
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","3975638.38271505","3975638.38271505","3975638.38271505","0.00281078124314158","0.00141459837321301","0.00141459837321301"," ","2018","2345982.31728889","0.457005817456298","1000558.99491934"
"1","4519013.86897967","3412259.06171774","3417026.52671951","0.0396632104102966","0.0199615366936562","0.0199615366936562"," ","2019","2093310.64417686","0.23","411295.792583127"
"2","683297.641790332","3738298.60343369","2878913.6458914","0.0765392761090037","0.0385203707100605","0.0385203707100605"," ","2020","2237678.79275896","0.23","415042.564438815"
"3","1154065.08213806","544785.028899902","3095997.71705354","0.202312610730275","0.101819055011073","0.101819055011073"," ","","","",""
"4","2494490.10579795","811377.346819524","423507.92179477","0.340787845430027","0.171510299114303","0.171510299114303"," ","","","",""
"5","828584.021928141","1526986.97510844","588291.711360178","0.408333920115755","0.205504608561366","0.205504608561366"," ","","","",""
"6","785975.56514907","474083.907526387","1070142.57569783","0.486355305973737","0.244770889343562","0.244770889343562"," ","","","",""
"7","961329.355141429","415952.220199671","319454.047372427","0.524776007880986","0.264107101490385","0.264107101490385"," ","","","",""
"8","714406.614172802","489576.662522114","274915.367810733","0.524776007880986","0.264107101490385","0.264107101490385"," ","","","",""
"9","387815.639989016","363826.199605637","323575.982318856","0.524776007880986","0.264107101490385","0.264107101490385"," ","","","",""
"10","257783.017788983","197503.057286508","240463.708634013","0.524776007880986","0.264107101490385","0.264107101490385"," ","","","",""
"11","221354.233669952","131281.281310131","130535.727424656","0.524776007880986","0.264107101490385","0.264107101490385"," ","","","",""
"12","204814.142760885","217034.973799153","230212.718522957","0.524776007880986","0.264107101490385","0.264107101490385"," ","","","",""
""
"g). Fbar(2019) = Fbar(2018) "
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","3975638.38271505","3975638.38271505","3975638.38271505","0.00281078124314158","0.00236229418126621","0.00236229418126621"," ","2018","2345982.31728889","0.457005817456298","1000558.99491934"
"1","4519013.86897967","3412259.06171774","3413789.75898199","0.0396632104102966","0.0333345653957253","0.0333345653957253"," ","2019","2050674.26458702","0.384086163238795","643851.466936223"
"2","683297.641790332","3738298.60343369","2840670.13679389","0.0765392761090037","0.0643267017067965","0.0643267017067965"," ","2020","2020594.29245604","0.384086163238795","585026.813267117"
"3","1154065.08213806","544785.028899902","3017123.4797919","0.202312610730275","0.170031696451317","0.170031696451317"," ","","","",""
"4","2494490.10579795","811377.346819524","395582.585384951","0.340787845430027","0.28641188149022","0.28641188149022"," ","","","",""
"5","828584.021928141","1526986.97510844","524434.925347049","0.408333920115755","0.343180333174893","0.343180333174893"," ","","","",""
"6","785975.56514907","474083.907526387","932502.136139335","0.486355305973737","0.408752659828331","0.408752659828331"," ","","","",""
"7","961329.355141429","415952.220199671","271139.016752473","0.524776007880986","0.441042970850264","0.441042970850264"," ","","","",""
"8","714406.614172802","489576.662522114","230333.308555414","0.524776007880986","0.441042970850264","0.441042970850264"," ","","","",""
"9","387815.639989016","363826.199605637","271102.802182674","0.524776007880986","0.441042970850264","0.441042970850264"," ","","","",""
"10","257783.017788983","197503.057286508","201468.553898044","0.524776007880986","0.441042970850264","0.441042970850264"," ","","","",""
"11","221354.233669952","131281.281310131","109367.207158489","0.524776007880986","0.441042970850264","0.441042970850264"," ","","","",""
"12","204814.142760885","217034.973799153","192879.930835422","0.524776007880986","0.441042970850264","0.441042970850264"," ","","","",""
""
"h). Fbar(2019) = 0.31 (Fpa)"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","3975638.38271505","3975638.38271505","3975638.38271505","0.00281078124314158","0.00215264969836763","0.00215264969836763"," ","2018","2345982.31728889","0.457005817456298","1000558.99491934"
"1","4519013.86897967","3412259.06171774","3414505.51619539","0.0396632104102966","0.0303762514903464","0.0303762514903464"," ","2019","2060011.1176048","0.35","595043.315501509"
"2","683297.641790332","3738298.60343369","2849086.17326119","0.0765392761090037","0.058617955428353","0.058617955428353"," ","2020","2065682.61361778","0.35","553025.805547497"
"3","1154065.08213806","544785.028899902","3034396.72961816","0.202312610730275","0.154942040234242","0.154942040234242"," ","","","",""
"4","2494490.10579795","811377.346819524","401597.054617415","0.340787845430027","0.260993933434809","0.260993933434809"," ","","","",""
"5","828584.021928141","1526986.97510844","537935.840951164","0.408333920115755","0.312724404332513","0.312724404332513"," ","","","",""
"6","785975.56514907","474083.907526387","961339.256498322","0.486355305973737","0.37247744030542","0.37247744030542"," ","","","",""
"7","961329.355141429","415952.220199671","281155.215685392","0.524776007880986","0.401902110963629","0.401902110963629"," ","","","",""
"8","714406.614172802","489576.662522114","239527.51307956","0.524776007880986","0.401902110963629","0.401902110963629"," ","","","",""
"9","387815.639989016","363826.199605637","281924.400786756","0.524776007880986","0.401902110963629","0.401902110963629"," ","","","",""
"10","257783.017788983","197503.057286508","209510.565282937","0.524776007880986","0.401902110963629","0.401902110963629"," ","","","",""
"11","221354.233669952","131281.281310131","113732.813145553","0.524776007880986","0.401902110963629","0.401902110963629"," ","","","",""
"12","204814.142760885","217034.973799153","200579.110532125","0.524776007880986","0.401902110963629","0.401902110963629"," ","","","",""
""
"i). Fbar(2019) = F2018"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","3975638.38271505","3975638.38271505","3975638.38271505","0.00281078124314158","0.00280007242312854","0.00280007242312854"," ","2018","2345982.31728889","0.457005817456298","1000558.99491934"
"1","4519013.86897967","3412259.06171774","3412295.60318153","0.0396632104102966","0.0395120971984594","0.0395120971984594"," ","2019","2031348.7064838","0.455264667","741292.052262475"
"2","683297.641790332","3738298.60343369","2823175.89792567","0.0765392761090037","0.0762476684523142","0.0762476684523142"," ","2020","1931357.19876894","0.455264667","643277.005502603"
"3","1154065.08213806","544785.028899902","2981369.98265552","0.202312610730275","0.201541818147265","0.201541818147265"," ","","","",""
"4","2494490.10579795","811377.346819524","383312.067980767","0.340787845430027","0.339489474840624","0.339489474840624"," ","","","",""
"5","828584.021928141","1526986.97510844","497325.01043582","0.408333920115755","0.406778205146329","0.406778205146329"," ","","","",""
"6","785975.56514907","474083.907526387","875043.474538282","0.486355305973737","0.484502336644741","0.484502336644741"," ","","","",""
"7","961329.355141429","415952.220199671","251358.948054237","0.524776007880986","0.522776659184153","0.522776659184153"," ","","","",""
"8","714406.614172802","489576.662522114","212256.137085229","0.524776007880986","0.522776659184153","0.522776659184153"," ","","","",""
"9","387815.639989016","363826.199605637","249825.932276885","0.524776007880986","0.522776659184153","0.522776659184153"," ","","","",""
"10","257783.017788983","197503.057286508","185656.765244868","0.524776007880986","0.522776659184153","0.522776659184153"," ","","","",""
"11","221354.233669952","131281.281310131","100783.777478176","0.524776007880986","0.522776659184153","0.522776659184153"," ","","","",""
"12","204814.142760885","217034.973799153","177742.200193089","0.524776007880986","0.522776659184153","0.522776659184153"," ","","","",""
""
"j). Fbar(2019) = 0.43 (Flim)"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","3975638.38271505","3975638.38271505","3975638.38271505","0.00281078124314158","0.00295220530061846","0.00295220530061846"," ","2018","2345982.31728889","0.457005817456298","1000558.99491934"
"1","4519013.86897967","3412259.06171774","3411776.52031836","0.0396632104102966","0.0416588591867607","0.0416588591867607"," ","2019","2024686.77052946","0.48","773794.918988026"
"2","683297.641790332","3738298.60343369","2817121.71199493","0.0765392761090037","0.0803903388731698","0.0803903388731698"," ","2020","1901825.42247565","0.48","661071.73332483"
"3","1154065.08213806","544785.028899902","2969044.69684015","0.202312610730275","0.212491940892674","0.212491940892674"," ","","","",""
"4","2494490.10579795","811377.346819524","379137.650688558","0.340787845430027","0.357934537282024","0.357934537282024"," ","","","",""
"5","828584.021928141","1526986.97510844","488235.901842596","0.408333920115755","0.42887918308459","0.42887918308459"," ","","","",""
"6","785975.56514907","474083.907526387","855916.301185098","0.486355305973737","0.510826203847433","0.510826203847433"," ","","","",""
"7","961329.355141429","415952.220199671","244828.5384011","0.524776007880986","0.551180037892977","0.551180037892977"," ","","","",""
"8","714406.614172802","489576.662522114","206312.159763992","0.524776007880986","0.551180037892977","0.551180037892977"," ","","","",""
"9","387815.639989016","363826.199605637","242829.858118075","0.524776007880986","0.551180037892977","0.551180037892977"," ","","","",""
"10","257783.017788983","197503.057286508","180457.67127612","0.524776007880986","0.551180037892977","0.551180037892977"," ","","","",""
"11","221354.233669952","131281.281310131","97961.4492482117","0.524776007880986","0.551180037892977","0.551180037892977"," ","","","",""
"12","204814.142760885","217034.973799153","172764.744080477","0.524776007880986","0.551180037892977","0.551180037892977"," ","","","",""
""
"k). Fbar(2019) = 0.21 (Fmsy)"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","3975638.38271505","3975638.38271505","3975638.38271505","0.00281078124314158","0.00129158981902058","0.00129158981902058"," ","2018","2345982.31728889","0.457005817456298","1000558.99491934"
"1","4519013.86897967","3412259.06171774","3417446.87606495","0.0396632104102966","0.0182257508942078","0.0182257508942078"," ","2019","2098926.24476427","0.21","378758.741723005"
"2","683297.641790332","3738298.60343369","2883915.16284105","0.0765392761090037","0.0351707732570118","0.0351707732570118"," ","2020","2268496.06273386","0.21","387650.875629931"
"3","1154065.08213806","544785.028899902","3106385.45077207","0.202312610730275","0.092965224140545","0.092965224140545"," ","","","",""
"4","2494490.10579795","811377.346819524","427274.237865891","0.340787845430027","0.156596360060885","0.156596360060885"," ","","","",""
"5","828584.021928141","1526986.97510844","597131.210118295","0.408333920115755","0.187634642599508","0.187634642599508"," ","","","",""
"6","785975.56514907","474083.907526387","1089437.87681655","0.486355305973737","0.223486464183252","0.223486464183252"," ","","","",""
"7","961329.355141429","415952.220199671","326326.319879159","0.524776007880986","0.241141266578177","0.241141266578177"," ","","","",""
"8","714406.614172802","489576.662522114","281302.08621339","0.524776007880986","0.241141266578177","0.241141266578177"," ","","","",""
"9","387815.639989016","363826.199605637","331093.163687766","0.524776007880986","0.241141266578177","0.241141266578177"," ","","","",""
"10","257783.017788983","197503.057286508","246050.060555094","0.524776007880986","0.241141266578177","0.241141266578177"," ","","","",""
"11","221354.233669952","131281.281310131","133568.278639185","0.524776007880986","0.241141266578177","0.241141266578177"," ","","","",""
"12","204814.142760885","217034.973799153","235560.923745622","0.524776007880986","0.241141266578177","0.241141266578177"," ","","","",""
""
"l). Fbar(2019) = 0.26"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","3975638.38271505","3975638.38271505","3975638.38271505","0.00281078124314158","0.00159911120450167","0.00159911120450167"," ","2018","2345982.31728889","0.457005817456298","1000558.99491934"
"1","4519013.86897967","3412259.06171774","3416396.09964321","0.0396632104102966","0.0225652153928287","0.0225652153928287"," ","2019","2084922.61851193","0.26","459046.068351876"
"2","683297.641790332","3738298.60343369","2871427.62957451","0.0765392761090037","0.0435447668896337","0.0435447668896337"," ","2020","2192646.41429759","0.26","453609.883847175"
"3","1154065.08213806","544785.028899902","3080481.21113081","0.202312610730275","0.115099801316865","0.115099801316865"," ","","","",""
"4","2494490.10579795","811377.346819524","417920.60452172","0.340787845430027","0.193881207694429","0.193881207694429"," ","","","",""
"5","828584.021928141","1526986.97510844","575277.20717132","0.408333920115755","0.232309557504153","0.232309557504153"," ","","","",""
"6","785975.56514907","474083.907526387","1041838.49797273","0.486355305973737","0.276697527084026","0.276697527084026"," ","","","",""
"7","961329.355141429","415952.220199671","309416.046179698","0.524776007880986","0.298555853858696","0.298555853858696"," ","","","",""
"8","714406.614172802","489576.662522114","265606.142579564","0.524776007880986","0.298555853858696","0.298555853858696"," ","","","",""
"9","387815.639989016","363826.199605637","312619.004093919","0.524776007880986","0.298555853858696","0.298555853858696"," ","","","",""
"10","257783.017788983","197503.057286508","232321.090629707","0.524776007880986","0.298555853858696","0.298555853858696"," ","","","",""
"11","221354.233669952","131281.281310131","126115.507132907","0.524776007880986","0.298555853858696","0.298555853858696"," ","","","",""
"12","204814.142760885","217034.973799153","222417.22107632","0.524776007880986","0.298555853858696","0.298555853858696"," ","","","",""
""
"m). Fbar(2019) = 0.27"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","3975638.38271505","3975638.38271505","3975638.38271505","0.00281078124314158","0.00166061548159789","0.00166061548159789"," ","2018","2345982.31728889","0.457005817456298","1000558.99491934"
"1","4519013.86897967","3412259.06171774","3416185.98313242","0.0396632104102966","0.0234331082925529","0.0234331082925529"," ","2019","2082136.00948593","0.27","474686.997170431"
"2","683297.641790332","3738298.60343369","2868936.61904427","0.0765392761090037","0.045219565616158","0.045219565616158"," ","2020","2177946.41230447","0.27","465824.444058456"
"3","1154065.08213806","544785.028899902","3075326.34300954","0.202312610730275","0.119526716752129","0.119526716752129"," ","","","",""
"4","2494490.10579795","811377.346819524","416074.594426916","0.340787845430027","0.201338177221138","0.201338177221138"," ","","","",""
"5","828584.021928141","1526986.97510844","571003.337430764","0.408333920115755","0.241244540485082","0.241244540485082"," ","","","",""
"6","785975.56514907","474083.907526387","1032571.15216696","0.486355305973737","0.287339739664181","0.287339739664181"," ","","","",""
"7","961329.355141429","415952.220199671","306140.63456734","0.524776007880986","0.310038771314799","0.310038771314799"," ","","","",""
"8","714406.614172802","489576.662522114","262573.653401219","0.524776007880986","0.310038771314799","0.310038771314799"," ","","","",""
"9","387815.639989016","363826.199605637","309049.75777434","0.524776007880986","0.310038771314799","0.310038771314799"," ","","","",""
"10","257783.017788983","197503.057286508","229668.624890799","0.524776007880986","0.310038771314799","0.310038771314799"," ","","","",""
"11","221354.233669952","131281.281310131","124675.616071323","0.524776007880986","0.310038771314799","0.310038771314799"," ","","","",""
"12","204814.142760885","217034.973799153","219877.830196874","0.524776007880986","0.310038771314799","0.310038771314799"," ","","","",""
""
"n). Fbar(2019) = 0.28"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","3975638.38271505","3975638.38271505","3975638.38271505","0.00281078124314158","0.0017221197586941","0.0017221197586941"," ","2018","2345982.31728889","0.457005817456298","1000558.99491934"
"1","4519013.86897967","3412259.06171774","3415975.8795443","0.0396632104102966","0.0243010011922771","0.0243010011922771"," ","2019","2079354.08616072","0.28","490192.295418627"
"2","683297.641790332","3738298.60343369","2866447.76950649","0.0765392761090037","0.0468943643426824","0.0468943643426824"," ","2020","2163398.75478753","0.28","477730.750336994"
"3","1154065.08213806","544785.028899902","3070180.10102929","0.202312610730275","0.123953632187393","0.123953632187393"," ","","","",""
"4","2494490.10579795","811377.346819524","414236.738400691","0.340787845430027","0.208795146747847","0.208795146747847"," ","","","",""
"5","828584.021928141","1526986.97510844","566761.219274194","0.408333920115755","0.250179523466011","0.250179523466011"," ","","","",""
"6","785975.56514907","474083.907526387","1023386.24111326","0.486355305973737","0.297981952244336","0.297981952244336"," ","","","",""
"7","961329.355141429","415952.220199671","302899.895756742","0.524776007880986","0.321521688770903","0.321521688770903"," ","","","",""
"8","714406.614172802","489576.662522114","259575.786880798","0.524776007880986","0.321521688770903","0.321521688770903"," ","","","",""
"9","387815.639989016","363826.199605637","305521.262397995","0.524776007880986","0.321521688770903","0.321521688770903"," ","","","",""
"10","257783.017788983","197503.057286508","227046.442990853","0.524776007880986","0.321521688770903","0.321521688770903"," ","","","",""
"11","221354.233669952","131281.281310131","123252.164592123","0.524776007880986","0.321521688770903","0.321521688770903"," ","","","",""
"12","204814.142760885","217034.973799153","217367.432153537","0.524776007880986","0.321521688770903","0.321521688770903"," ","","","",""
""
