ReleaseY	RecaptureY	Yearclass	Nscan	R	r	Type
2011	2016	2004	10736996.19	1297.385217	0.919545265	2
2011	2016	2003	2000418.805	825.136275	0.750119048	2
2011	2016	2002	2443421.761	768.3456177	0.726984127	2
2011	2016	2001	895406.1333	326.2857143	0.596190476	2
2011	2016	2000	335230.62	202.1428571	0.262222222	2
2011	2016	1999	191397.0055	51.36507937	0	2
2011	2016	1998	0	85.36507937	0.04	2
2011	2016	1997	0	94.36507937	0	2
2011	2016	1996	0	21.22222222	0	2
2011	2017	2010	92132451.01	119.5714286	0	2
2011	2017	2009	60064374.54	2588.843255	1.382186235	2
2011	2017	2008	50879492.77	5407.868423	1.756680162	2
2011	2017	2007	39882418.93	1985.660159	0.512449393	2
2011	2017	2006	23891124.35	3169.870268	0.930921053	2
2011	2017	2005	12815996.35	1701.573325	0.115131579	2
2011	2017	2004	3140394.445	1297.385217	0.240131579	2
2011	2017	2003	1811443.666	825.136275	0.0625	2
2011	2017	2002	276297.1895	768.3456177	0	2
2011	2017	2001	0	326.2857143	0	2
2011	2017	2000	237646.924	202.1428571	0	2
2011	2017	1999	0	51.36507937	0	2
2011	2017	1998	0	85.36507937	0	2
2011	2017	1997	0	94.36507937	0	2
2011	2017	1996	0	21.22222222	0	2
2011	2018	2010	102562557.1	119.5714286	0	2
2011	2018	2009	43021167.06	2588.843255	1.430671083	2
2011	2018	2008	38380895.75	5407.868423	3.402453687	2
2011	2018	2007	31248110.79	1985.660159	1.00479389	2
2011	2018	2006	17129789.36	3169.870268	1.442882775	2
2011	2018	2005	5282399.161	1701.573325	0.37111244	2
2011	2018	2004	2598943.843	1297.385217	0.285586124	2
2011	2018	2003	207739.4773	825.136275	0.0625	2
2011	2018	2002	207739.4773	768.3456177	0	2
2011	2018	2001	0	326.2857143	0	2
2011	2018	2000	0	202.1428571	0	2
2011	2018	1999	0	51.36507937	0	2
2011	2018	1998	0	85.36507937	0	2
2011	2018	1997	0	94.36507937	0	2
2011	2018	1996	0	21.22222222	0	2
2012	2013	2011	21246767.72	260.08	0.04	2
2012	2013	2010	70936046.56	1098.665634	2.537861953	2
2012	2013	2009	26120124.44	1465.592825	2.286056264	2
2012	2013	2008	44182025.91	4336.414538	8.605379135	2
2012	2013	2007	46703458.49	4422.327177	8.819600952	2
2012	2013	2006	41947842.36	5248.410834	9.697978509	2
2012	2013	2005	30100835.3	4906.987821	8.51958453	2
2012	2013	2004	11841705.91	3327.159411	6.182684482	2
2012	2013	2003	3806937.616	2565.20256	3.096306306	2
2012	2013	2002	1215548.527	1503.700486	2.306445689	2
2012	2013	2001	615895.4851	1538.173937	2.243975197	2
2012	2013	2000	371851.3169	707.923583	0.716507937	2
2012	2013	1999	0	291.1540865	0.448148148	2
2012	2013	1998	0	116.0581015	0.108465608	2
2012	2013	1997	0	232.9603169	0.261111111	2
2012	2013	1996	0	79.78773109	0.092857143	2
2012	2013	1995	0	22.60566449	0.037037037	2
2012	2013	1994	0	9.795294118	0	2
2012	2013	1993	0	2	0	2
2012	2013	1990	0	1	0	2
2012	2014	2011	113128420.3	260.08	0.04	2
2012	2014	2010	138000514.7	1098.665634	1.953982541	2
2012	2014	2009	59164994.55	1465.592825	2.414791076	2
2012	2014	2008	82580465.94	4336.414538	8.249585312	2
2012	2014	2007	76320661.64	4422.327177	8.48637041	2
2012	2014	2006	66514718.57	5248.410834	10.36942097	2
2012	2014	2005	27892899.9	4906.987821	8.236231092	2
2012	2014	2004	9253130.299	3327.159411	6.350128449	2
2012	2014	2003	4868527.11	2565.20256	3.48938021	2
2012	2014	2002	1852246.859	1503.700486	1.826169694	2
2012	2014	2001	498049.0362	1538.173937	1.613064674	2
2012	2014	2000	203584.8686	707.923583	0.627557604	2
2012	2014	1999	0	291.1540865	0.071428571	2
2012	2014	1998	0	116.0581015	0.071428571	2
2012	2014	1997	0	232.9603169	0.164746544	2
2012	2014	1996	0	79.78773109	0.035714286	2
2012	2014	1995	0	22.60566449	0	2
2012	2014	1994	0	9.795294118	0	2
2012	2014	1993	0	2	0	2
2012	2014	1990	0	1	0	2
2012	2015	2011	126712372.7	260.08	0.04	2
2012	2015	2010	149031882.5	1098.665634	1.895148587	2
2012	2015	2009	81409212.06	1465.592825	3.773692065	2
2012	2015	2008	98679777.31	4336.414538	10.40587282	2
2012	2015	2007	91144360.14	4422.327177	9.625204137	2
2012	2015	2006	51292708.93	5248.410834	11.81913132	2
2012	2015	2005	28527673.92	4906.987821	8.248145679	2
2012	2015	2004	9132120.698	3327.159411	6.365734773	2
2012	2015	2003	5222874.04	2565.20256	4.300623388	2
2012	2015	2002	1286342.038	1503.700486	2.417148279	2
2012	2015	2001	117520.1342	1538.173937	2.351142266	2
2012	2015	2000	60868.47326	707.923583	1.061382488	2
2012	2015	1999	60868.47326	291.1540865	0.342857143	2
2012	2015	1998	0	116.0581015	0	2
2012	2015	1997	0	232.9603169	0.268202765	2
2012	2015	1996	0	79.78773109	0.085714286	2
2012	2015	1995	0	22.60566449	0	2
2012	2015	1994	0	9.795294118	0	2
2012	2015	1993	0	2	0	2
2012	2015	1990	0	1	0	2
2012	2016	2011	138858368.8	260.08	0.04	2
2012	2016	2010	133610541.4	1098.665634	1.294943639	2
2012	2016	2009	59664663.19	1465.592825	2.380374669	2
2012	2016	2008	67027590.8	4336.414538	6.712347602	2
2012	2016	2007	52918965.32	4422.327177	5.828109116	2
2012	2016	2006	44488120.45	5248.410834	5.347456856	2
2012	2016	2005	18055939.19	4906.987821	5.279804095	2
2012	2016	2004	10736996.19	3327.159411	2.610899354	2
2012	2016	2003	2000418.805	2565.20256	1.197591878	2
2012	2016	2002	2443421.761	1503.700486	0.491932773	2
2012	2016	2001	895406.1333	1538.173937	0.776540018	2
2012	2016	2000	335230.62	707.923583	0.04	2
2012	2016	1999	191397.0055	291.1540865	0	2
2012	2016	1998	0	116.0581015	0	2
2012	2016	1997	0	232.9603169	0	2
2012	2016	1996	0	79.78773109	0	2
2012	2016	1995	0	22.60566449	0	2
2012	2016	1994	0	9.795294118	0	2
2012	2016	1993	0	2	0	2
2012	2016	1990	0	1	0	2
2012	2017	2011	107733319.5	260.08	0	2
2012	2017	2010	92132451.01	1098.665634	1.032407407	2
2012	2017	2009	60064374.54	1465.592825	0.916729512	2
2012	2017	2008	50879492.77	4336.414538	3.252784459	2
2012	2017	2007	39882418.93	4422.327177	3.285477462	2
2012	2017	2006	23891124.35	5248.410834	4.849570644	2
2012	2017	2005	12815996.35	4906.987821	3.078738079	2
2012	2017	2004	3140394.445	3327.159411	2.150109062	2
2012	2017	2003	1811443.666	2565.20256	0.865579866	2
2012	2017	2002	276297.1895	1503.700486	0.273109244	2
2012	2017	2001	0	1538.173937	0.295494266	2
2012	2017	2000	237646.924	707.923583	0	2
2012	2017	1999	0	291.1540865	0	2
2012	2017	1998	0	116.0581015	0	2
2012	2017	1997	0	232.9603169	0	2
2012	2017	1996	0	79.78773109	0	2
2012	2017	1995	0	22.60566449	0	2
2012	2017	1994	0	9.795294118	0	2
2012	2017	1993	0	2	0	2
2012	2017	1990	0	1	0	2
2012	2018	2011	111048691.8	260.08	0	2
2012	2018	2010	102562557.1	1098.665634	0.037037037	2
2012	2018	2009	43021167.06	1465.592825	0.515585721	2
2012	2018	2008	38380895.75	4336.414538	1.994773054	2
2012	2018	2007	31248110.79	4422.327177	2.154219669	2
2012	2018	2006	17129789.36	5248.410834	2.876647818	2
2012	2018	2005	5282399.161	4906.987821	1.463774214	2
2012	2018	2004	2598943.843	3327.159411	1.245422863	2
2012	2018	2003	207739.4773	2565.20256	0.253610754	2
2012	2018	2002	207739.4773	1503.700486	0.195378151	2
2012	2018	2001	0	1538.173937	0.263550719	2
2012	2018	2000	0	707.923583	0	2
2012	2018	1999	0	291.1540865	0	2
2012	2018	1998	0	116.0581015	0	2
2012	2018	1997	0	232.9603169	0	2
2012	2018	1996	0	79.78773109	0	2
2012	2018	1995	0	22.60566449	0	2
2012	2018	1994	0	9.795294118	0	2
2012	2018	1993	0	2	0	2
2012	2018	1990	0	1	0	2
2013	2014	2012	6048118.188	8	0	2
2013	2014	2011	113128420.3	1017.85	1.162962963	2
2013	2014	2010	138000514.7	474.5376482	0.900064332	2
2013	2014	2009	59164994.55	537.8705174	1.434963961	2
2013	2014	2008	82580465.94	1658.291871	6.423295522	2
2013	2014	2007	76320661.64	2836.432351	12.69665182	2
2013	2014	2006	66514718.57	2698.324162	11.64658845	2
2013	2014	2005	27892899.9	5696.217976	22.67311819	2
2013	2014	2004	9253130.299	3291.499382	11.5455877	2
2013	2014	2003	4868527.11	2041.84322	6.989460518	2
2013	2014	2002	1852246.859	984.4122395	3.417649189	2
2013	2014	2001	498049.0362	1151.264695	3.510332115	2
2013	2014	2000	203584.8686	210.7210526	1.115789474	2
2013	2014	1999	0	79.67820513	0.171794872	2
2013	2014	1998	0	73.13360324	0.234817814	2
2013	2014	1996	0	31.92307692	0.076923077	2
2013	2015	2012	20660554.36	8	0	2
2013	2015	2011	126712372.7	1017.85	2.925925926	2
2013	2015	2010	149031882.5	474.5376482	0.783889348	2
2013	2015	2009	81409212.06	537.8705174	2.600412252	2
2013	2015	2008	98679777.31	1658.291871	8.299297596	2
2013	2015	2007	91144360.14	2836.432351	13.05593213	2
2013	2015	2006	51292708.93	2698.324162	12.2630688	2
2013	2015	2005	28527673.92	5696.217976	25.77622552	2
2013	2015	2004	9132120.698	3291.499382	14.62162818	2
2013	2015	2003	5222874.04	2041.84322	8.545246324	2
2013	2015	2002	1286342.038	984.4122395	4.468432338	2
2013	2015	2001	117520.1342	1151.264695	4.502721626	2
2013	2015	2000	60868.47326	210.7210526	0.587719298	2
2013	2015	1999	60868.47326	79.67820513	0.205128205	2
2013	2015	1998	0	73.13360324	0.287449393	2
2013	2015	1996	0	31.92307692	0.076923077	2
2013	2016	2012	56980792.07	8	0	2
2013	2016	2011	138858368.8	1017.85	2.42962963	2
2013	2016	2010	133610541.4	474.5376482	0.978696811	2
2013	2016	2009	59664663.19	537.8705174	1.488525214	2
2013	2016	2008	67027590.8	1658.291871	4.596514895	2
2013	2016	2007	52918965.32	2836.432351	8.437373285	2
2013	2016	2006	44488120.45	2698.324162	8.103731307	2
2013	2016	2005	18055939.19	5696.217976	16.07122885	2
2013	2016	2004	10736996.19	3291.499382	8.086536228	2
2013	2016	2003	2000418.805	2041.84322	4.85938533	2
2013	2016	2002	2443421.761	984.4122395	2.19561333	2
2013	2016	2001	895406.1333	1151.264695	2.360457429	2
2013	2016	2000	335230.62	210.7210526	0.1	2
2013	2016	1999	191397.0055	79.67820513	0.138461538	2
2013	2016	1998	0	73.13360324	0.076923077	2
2013	2016	1996	0	31.92307692	0.076923077	2
2013	2017	2012	54674063.18	8	0	2
2013	2017	2011	107733319.5	1017.85	1	2
2013	2017	2010	92132451.01	474.5376482	0.076923077	2
2013	2017	2009	60064374.54	537.8705174	0.353846154	2
2013	2017	2008	50879492.77	1658.291871	2.123076923	2
2013	2017	2007	39882418.93	2836.432351	4.890788886	2
2013	2017	2006	23891124.35	2698.324162	4.643455731	2
2013	2017	2005	12815996.35	5696.217976	8.494809256	2
2013	2017	2004	3140394.445	3291.499382	4.071160547	2
2013	2017	2003	1811443.666	2041.84322	2.529536317	2
2013	2017	2002	276297.1895	984.4122395	1.200339498	2
2013	2017	2001	0	1151.264695	1.357089252	2
2013	2017	2000	237646.924	210.7210526	0.033333333	2
2013	2017	1999	0	79.67820513	0.071794872	2
2013	2017	1998	0	73.13360324	0.076923077	2
2013	2017	1996	0	31.92307692	0.076923077	2
2013	2018	2012	47852941.05	8	0	2
2013	2018	2011	111048691.8	1017.85	1.611111111	2
2013	2018	2010	102562557.1	474.5376482	1.265811966	2
2013	2018	2009	43021167.06	537.8705174	0.545909646	2
2013	2018	2008	38380895.75	1658.291871	1.673199023	2
2013	2018	2007	31248110.79	2836.432351	2.676617827	2
2013	2018	2006	17129789.36	2698.324162	2.144566545	2
2013	2018	2005	5282399.161	5696.217976	3.583394383	2
2013	2018	2004	2598943.843	3291.499382	1.322710623	2
2013	2018	2003	207739.4773	2041.84322	0.778510379	2
2013	2018	2002	207739.4773	984.4122395	0.538705739	2
2013	2018	2001	0	1151.264695	0.667155067	2
2013	2018	2000	0	210.7210526	0	2
2013	2018	1999	0	79.67820513	0.038461538	2
2013	2018	1998	0	73.13360324	0.076923077	2
2013	2018	1996	0	31.92307692	0.076923077	2
2014	2015	2013	10231492.93	17	0	2
2014	2015	2012	20660554.36	1102.321644	3.541851612	2
2014	2015	2011	126712372.7	2082.604827	7.51923436	2
2014	2015	2010	149031882.5	4013.027376	16.62652086	2
2014	2015	2009	81409212.06	6902.625504	32.55282357	2
2014	2015	2008	98679777.31	12343.33233	62.17586996	2
2014	2015	2007	91144360.14	11206.39224	62.4327152	2
2014	2015	2006	51292708.93	8271.678251	52.17081807	2
2014	2015	2005	28527673.92	3530.002221	22.54391789	2
2014	2015	2004	9132120.698	3049.40654	18.81981074	2
2014	2015	2003	5222874.04	1014.329884	6.404052198	2
2014	2015	2002	1286342.038	1166.455578	7.771413309	2
2014	2015	2001	117520.1342	344.2222222	2.223611111	2
2014	2015	2000	60868.47326	30.9375	0.21875	2
2014	2015	1999	60868.47326	89.55277778	0.8875	2
2014	2015	1997	0	20.11111111	0.111111111	2
2014	2016	2013	25601512.1	17	0	2
2014	2016	2012	56980792.07	1102.321644	3.145672628	2
2014	2016	2011	138858368.8	2082.604827	8.406363571	2
2014	2016	2010	133610541.4	4013.027376	19.69753645	2
2014	2016	2009	59664663.19	6902.625504	38.39871032	2
2014	2016	2008	67027590.8	12343.33233	66.75359432	2
2014	2016	2007	52918965.32	11206.39224	59.62742674	2
2014	2016	2006	44488120.45	8271.678251	40.01013431	2
2014	2016	2005	18055939.19	3530.002221	16.53483669	2
2014	2016	2004	10736996.19	3049.40654	13.92739621	2
2014	2016	2003	2000418.805	1014.329884	3.321039377	2
2014	2016	2002	2443421.761	1166.455578	4.170344933	2
2014	2016	2001	895406.1333	344.2222222	0.884722222	2
2014	2016	2000	335230.62	30.9375	0	2
2014	2016	1999	191397.0055	89.55277778	0.066666667	2
2014	2016	1997	0	20.11111111	0.055555556	2
2014	2017	2013	30698338.18	17	0	2
2014	2017	2012	54674063.18	1102.321644	0.634741076	2
2014	2017	2011	107733319.5	2082.604827	2.98743087	2
2014	2017	2010	92132451.01	4013.027376	11.32633233	2
2014	2017	2009	60064374.54	6902.625504	20.34329976	2
2014	2017	2008	50879492.77	12343.33233	36.55966117	2
2014	2017	2007	39882418.93	11206.39224	31.39590201	2
2014	2017	2006	23891124.35	8271.678251	19.10668498	2
2014	2017	2005	12815996.35	3530.002221	7.082074176	2
2014	2017	2004	3140394.445	3049.40654	4.841804029	2
2014	2017	2003	1811443.666	1014.329884	1.642284799	2
2014	2017	2002	276297.1895	1166.455578	1.798534799	2
2014	2017	2001	0	344.2222222	0.1875	2
2014	2017	2000	237646.924	30.9375	0.03125	2
2014	2017	1999	0	89.55277778	0.0625	2
2014	2017	1997	0	20.11111111	0	2
2014	2018	2013	39999933.07	17	0	2
2014	2018	2012	47852941.05	1102.321644	2.256410256	2
2014	2018	2011	111048691.8	2082.604827	2.666666667	2
2014	2018	2010	102562557.1	4013.027376	5.598717949	2
2014	2018	2009	43021167.06	6902.625504	9.968429487	2
2014	2018	2008	38380895.75	12343.33233	18.40689103	2
2014	2018	2007	31248110.79	11206.39224	15.00913462	2
2014	2018	2006	17129789.36	8271.678251	9.798076923	2
2014	2018	2005	5282399.161	3530.002221	4.072115385	2
2014	2018	2004	2598943.843	3049.40654	3.317307692	2
2014	2018	2003	207739.4773	1014.329884	0.75	2
2014	2018	2002	207739.4773	1166.455578	0.9375	2
2014	2018	2001	0	344.2222222	0.125	2
2014	2018	2000	0	30.9375	0.03125	2
2014	2018	1999	0	89.55277778	0.0625	2
2014	2018	1997	0	20.11111111	0	2
2015	2016	2013	25601512.1	464.2320985	1.299867073	2
2015	2016	2012	56980792.07	829.4847969	3.353443389	2
2015	2016	2011	138858368.8	2955.462859	14.39940574	2
2015	2016	2010	133610541.4	5274.427225	26.31143854	2
2015	2016	2009	59664663.19	5271.507515	27.20118917	2
2015	2016	2008	67027590.8	8469.179012	44.02168715	2
2015	2016	2007	52918965.32	5619.879147	29.37056928	2
2015	2016	2006	44488120.45	6499.588011	31.4205116	2
2015	2016	2005	18055939.19	5148.148672	23.82981412	2
2015	2016	2004	10736996.19	1513.284879	5.450240184	2
2015	2016	2003	2000418.805	1072.7915	4.250762322	2
2015	2016	2002	2443421.761	293.8063492	1.258531746	2
2015	2016	2001	895406.1333	217.4730159	1.529365079	2
2015	2016	2000	335230.62	135.8063492	0.196031746	2
2015	2016	1999	191397.0055	24.25	0	2
2015	2016	1998	0	24.25	0	2
2015	2016	1997	0	91.42857143	0.107142857	2
2015	2017	2013	30698338.18	464.2320985	1.337244948	2
2015	2017	2012	54674063.18	829.4847969	3.445753788	2
2015	2017	2011	107733319.5	2955.462859	14.01645946	2
2015	2017	2010	92132451.01	5274.427225	24.14151647	2
2015	2017	2009	60064374.54	5271.507515	22.60914816	2
2015	2017	2008	50879492.77	8469.179012	35.42216901	2
2015	2017	2007	39882418.93	5619.879147	22.58159536	2
2015	2017	2006	23891124.35	6499.588011	24.94457622	2
2015	2017	2005	12815996.35	5148.148672	18.5916055	2
2015	2017	2004	3140394.445	1513.284879	4.611946533	2
2015	2017	2003	1811443.666	1072.7915	2.821794069	2
2015	2017	2002	276297.1895	293.8063492	0.646825397	2
2015	2017	2001	0	217.4730159	0.146825397	2
2015	2017	2000	237646.924	135.8063492	0.396825397	2
2015	2017	1999	0	24.25	0	2
2015	2017	1998	0	24.25	0	2
2015	2017	1997	0	91.42857143	0.285714286	2
2015	2018	2013	39999933.07	464.2320985	0.905754344	2
2015	2018	2012	47852941.05	829.4847969	1.164794565	2
2015	2018	2011	111048691.8	2955.462859	5.224919853	2
2015	2018	2010	102562557.1	5274.427225	10.29401243	2
2015	2018	2009	43021167.06	5271.507515	9.855577384	2
2015	2018	2008	38380895.75	8469.179012	15.60360972	2
2015	2018	2007	31248110.79	5619.879147	10.63195936	2
2015	2018	2006	17129789.36	6499.588011	10.68710715	2
2015	2018	2005	5282399.161	5148.148672	8.887904285	2
2015	2018	2004	2598943.843	1513.284879	1.949665831	2
2015	2018	2003	207739.4773	1072.7915	1.735171261	2
2015	2018	2002	207739.4773	293.8063492	0.563492063	2
2015	2018	2001	0	217.4730159	0.313492063	2
2015	2018	2000	0	135.8063492	0.146825397	2
2015	2018	1999	0	24.25	0	2
2015	2018	1998	0	24.25	0	2
2015	2018	1997	0	91.42857143	0.035714286	2
2016	2017	2014	58769582.06	804.3952941	3.026535948	2
2016	2017	2013	30698338.18	1874.249281	14.92797386	2
2016	2017	2012	54674063.18	1484.30708	10.15447185	2
2016	2017	2011	107733319.5	5069.974814	34.40173875	2
2016	2017	2010	92132451.01	6436.209313	44.92495771	2
2016	2017	2009	60064374.54	3201.532604	25.9506212	2
2016	2017	2008	50879492.77	5699.346544	44.49833464	2
2016	2017	2007	39882418.93	5454.068668	43.33751312	2
2016	2017	2006	23891124.35	4965.221501	37.80760694	2
2016	2017	2005	12815996.35	5667.157571	41.00442627	2
2016	2017	2004	3140394.445	1602.223334	10.53487966	2
2016	2017	2003	1811443.666	973.7251309	5.393595517	2
2016	2017	2002	276297.1895	489.3797755	3.010071797	2
2016	2017	2001	0	195.1090909	0.927272727	2
2016	2017	2000	237646.924	24.1	0.1	2
2016	2017	1997	0	15	0	2
2016	2018	2014	96954086.08	804.3952941	3.523529412	2
2016	2018	2013	39999933.07	1874.249281	6.279520697	2
2016	2018	2012	47852941.05	1484.30708	4.81740811	2
2016	2018	2011	111048691.8	5069.974814	17.86955683	2
2016	2018	2010	102562557.1	6436.209313	24.10982219	2
2016	2018	2009	43021167.06	3201.532604	11.80524521	2
2016	2018	2008	38380895.75	5699.346544	20.63492475	2
2016	2018	2007	31248110.79	5454.068668	18.39307081	2
2016	2018	2006	17129789.36	4965.221501	16.6444686	2
2016	2018	2005	5282399.161	5667.157571	17.47696262	2
2016	2018	2004	2598943.843	1602.223334	4.49955169	2
2016	2018	2003	207739.4773	973.7251309	2.358773216	2
2016	2018	2002	207739.4773	489.3797755	1.315953753	2
2016	2018	2001	0	195.1090909	0.221212121	2
2016	2018	2000	0	24.1	0.05	2
2016	2018	1997	0	15	0	2
2017	2018	2015	8006786.895	154.6666667	1	2
2017	2018	2014	96954086.08	3642.020602	17.35453268	2
2017	2018	2013	39999933.07	8057.822551	40.56248193	2
2017	2018	2012	47852941.05	2627.753219	14.86145779	2
2017	2018	2011	111048691.8	8210.039727	47.2839654	2
2017	2018	2010	102562557.1	9859.0982	59.08604502	2
2017	2018	2009	43021167.06	4145.816713	23.76071368	2
2017	2018	2008	38380895.75	7258.691732	38.83226474	2
2017	2018	2007	31248110.79	3585.243617	18.64491515	2
2017	2018	2006	17129789.36	5351.21702	26.99710691	2
2017	2018	2005	5282399.161	1485.35206	7.263807021	2
2017	2018	2004	2598943.843	1022.022134	4.377840083	2
2017	2018	2003	207739.4773	227.802845	0.600758653	2
2017	2018	2002	207739.4773	60.89473684	0.105263158	2
2017	2018	2001	0	278.0554765	0.214793741	2
2017	2018	2000	0	40	0	2
2017	2018	1999	0	66.5027027	0.054054054	2
