"a). Catch(2019) = Zero"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"2","5028684.08822179","5078222.30976534","3212685.99929839","0.038754870045122","0.0390415132641306","0.0390415132641306"," ","2020","3892649.14600154","0.287287898473486","899446.530017451"
"3","2025719.533197","4163697.35652029","4203509.40100176","0.108166540844789","0.108966574632044","0.108966574632044"," ","","","",""
"4","3558913.83628159","1564800.62801362","3213744.89955908","0.200033212307781","0.201512720917093","0.201512720917093"," ","","","",""
"5","1254604.8902811","2507840.90019577","1101029.55451615","0.262118463185347","0.264057173854781","0.264057173854781"," ","","","",""
"6","1140248.18370323","830856.843908427","1657590.4471082","0.31501834595725","0.317348320812715","0.317348320812715"," ","","","",""
"7","1380998.65609648","716216.773009893","520666.222957919","0.324361558196958","0.32676063839142","0.32676063839142"," ","","","",""
"8","1075660.15783485","859370.91043228","444621.00198545","0.324361558196958","0.32676063839142","0.32676063839142"," ","","","",""
"9","619201.793229243","669364.191683681","533489.81715103","0.324361558196958","0.32676063839142","0.32676063839142"," ","","","",""
"10","389104.221385326","385318.266922006","415535.336248636","0.324361558196958","0.32676063839142","0.32676063839142"," ","","","",""
"11","344221.890613364","242132.638948484","239202.152725615","0.324361558196958","0.32676063839142","0.32676063839142"," ","","","",""
"12","274892.536745176","385263.900693976","389482.191160834","0.324361558196958","0.32676063839142","0.32676063839142"," ","","","",""
""
"h). Fbar(2019) = 0.31 (Fpa)"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","4397873.9747327","4397873.9747327","4397873.9747327","0.00209508412162111","0.00257129872886541","0.00257129872886541"," ","2018","4178339.57482984","0.285178627568859","1000558.99771495"
"1","5970272.42466146","3777363.02015087","3775564.61295168","0.0118312973101209","0.0145205624062499","0.0145205624062499"," ","2019","4084771.81867163","0.35","1104241.76711041"
"2","5028684.08822179","5078222.30976534","3204338.23483691","0.038754870045122","0.0475638887508059","0.0475638887508059"," ","2020","3729530.23349054","0.35","1021612.103747"
"3","2025719.533197","4163697.35652029","4167837.73509532","0.108166540844789","0.132752898134118","0.132752898134118"," ","","","",""
"4","3558913.83628159","1564800.62801362","3138203.70898882","0.200033212307781","0.245500951121656","0.245500951121656"," ","","","",""
"5","1254604.8902811","2507840.90019577","1053646.99062558","0.262118463185347","0.321698238388217","0.321698238388217"," ","","","",""
"6","1140248.18370323","830856.843908427","1564746.68058049","0.31501834595725","0.38662231466983","0.38662231466983"," ","","","",""
"7","1380998.65609648","716216.773009893","485818.547766906","0.324361558196958","0.398089247910148","0.398089247910148"," ","","","",""
"8","1075660.15783485","859370.91043228","414011.449330121","0.324361558196958","0.398089247910148","0.398089247910148"," ","","","",""
"9","619201.793229243","669364.191683681","496762.166913535","0.324361558196958","0.398089247910148","0.398089247910148"," ","","","",""
"10","389104.221385326","385318.266922006","386928.161377781","0.324361558196958","0.398089247910148","0.398089247910148"," ","","","",""
"11","344221.890613364","242132.638948484","222734.485079627","0.324361558196958","0.398089247910148","0.398089247910148"," ","","","",""
"12","274892.536745176","385263.900693976","362668.622783692","0.324361558196958","0.398089247910148","0.398089247910148"," ","","","",""
""
"i). Fbar(2019) = F2018"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","4397873.9747327","4397873.9747327","4397873.9747327","0.00209508412162111","0.0033446327415841","0.0033446327415841"," ","2018","4178339.57482984","0.285178627568859","1000558.99771495"
"1","5970272.42466146","3777363.02015087","3772645.969108","0.0118312973101209","0.0188877114529546","0.0188877114529546"," ","2019","4030266.26430515","0.455264667","1376741.50070561"
"2","5028684.08822179","5078222.30976534","3190374.92429083","0.038754870045122","0.0618690227810305","0.0618690227810305"," ","2020","3477969.11708674","0.455264667","1185047.11949258"
"3","2025719.533197","4163697.35652029","4108640.67808413","0.108166540844789","0.172679154178041","0.172679154178041"," ","","","",""
"4","3558913.83628159","1564800.62801362","3015375.33901281","0.200033212307781","0.319336882173097","0.319336882173097"," ","","","",""
"5","1254604.8902811","2507840.90019577","978652.688841425","0.262118463185347","0.418450975355138","0.418450975355138"," ","","","",""
"6","1140248.18370323","830856.843908427","1420446.4285114","0.31501834595725","0.502901369551227","0.502901369551227"," ","","","",""
"7","1380998.65609648","716216.773009893","432488.674888049","0.324361558196958","0.517817053960269","0.517817053960269"," ","","","",""
"8","1075660.15783485","859370.91043228","367295.177365741","0.324361558196958","0.517817053960269","0.517817053960269"," ","","","",""
"9","619201.793229243","669364.191683681","440708.459875489","0.324361558196958","0.517817053960269","0.517817053960269"," ","","","",""
"10","389104.221385326","385318.266922006","343267.916602307","0.324361558196958","0.517817053960269","0.517817053960269"," ","","","",""
"11","344221.890613364","242132.638948484","197601.545404499","0.324361558196958","0.517817053960269","0.517817053960269"," ","","","",""
"12","274892.536745176","385263.900693976","321745.778639349","0.324361558196958","0.517817053960269","0.517817053960269"," ","","","",""
""
"j). Fbar(2019) = 0.43 (Flim)"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","4397873.9747327","4397873.9747327","4397873.9747327","0.00209508412162111","0.00352635254244399","0.00352635254244399"," ","2018","4178339.57482984","0.285178627568859","1000558.99771495"
"1","5970272.42466146","3777363.02015087","3771960.46692033","0.0118312973101209","0.0199139141571428","0.0199139141571428"," ","2019","4017592.5038588","0.48","1437370.0078419"
"2","5028684.08822179","5078222.30976534","3187102.6322208","0.038754870045122","0.0652304760011052","0.0652304760011052"," ","2020","3422610.77693829","0.48","1216938.41804731"
"3","2025719.533197","4163697.35652029","4094852.86118022","0.108166540844789","0.182061117441076","0.182061117441076"," ","","","",""
"4","3558913.83628159","1564800.62801362","2987217.49283751","0.200033212307781","0.336687018681128","0.336687018681128"," ","","","",""
"5","1254604.8902811","2507840.90019577","961819.383440864","0.262118463185347","0.441186155503841","0.441186155503841"," ","","","",""
"6","1140248.18370323","830856.843908427","1388516.66288639","0.31501834595725","0.530224888690052","0.530224888690053"," ","","","",""
"7","1380998.65609648","716216.773009893","420831.54444993","0.324361558196958","0.545950968562489","0.545950968562489"," ","","","",""
"8","1075660.15783485","859370.91043228","357105.732778339","0.324361558196958","0.545950968562489","0.545950968562489"," ","","","",""
"9","619201.793229243","669364.191683681","428482.395642064","0.324361558196958","0.545950968562489","0.545950968562489"," ","","","",""
"10","389104.221385326","385318.266922006","333745.032474239","0.324361558196958","0.545950968562489","0.545950968562489"," ","","","",""
"11","344221.890613364","242132.638948484","192119.714655387","0.324361558196958","0.545950968562489","0.545950968562489"," ","","","",""
"12","274892.536745176","385263.900693976","312819.958250992","0.324361558196958","0.545950968562489","0.545950968562489"," ","","","",""
""
"k). Fbar(2019) = 0.21 (Fmsy)"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","4397873.9747327","4397873.9747327","4397873.9747327","0.00209508412162111","0.00154277923731925","0.00154277923731925"," ","2018","4178339.57482984","0.285178627568859","1000558.99771495"
"1","5970272.42466146","3777363.02015087","3779449.85242746","0.0118312973101209","0.00871233744374996","0.00871233744374997"," ","2019","4158717.80974392","0.21","702094.476461583"
"2","5028684.08822179","5078222.30976534","3223003.9068974","0.038754870045122","0.0285383332504835","0.0285383332504835"," ","2020","4108641.76276625","0.21","718151.336601466"
"3","2025719.533197","4163697.35652029","4247892.28964997","0.108166540844789","0.0796517388804708","0.0796517388804709"," ","","","",""
"4","3558913.83628159","1564800.62801362","3309349.77760285","0.200033212307781","0.147300570672994","0.147300570672994"," ","","","",""
"5","1254604.8902811","2507840.90019577","1162366.31145029","0.262118463185347","0.19301894303293","0.19301894303293"," ","","","",""
"6","1140248.18370323","830856.843908427","1779626.01945888","0.31501834595725","0.231973388801898","0.231973388801898"," ","","","",""
"7","1380998.65609648","716216.773009893","567070.77612132","0.324361558196958","0.238853548746089","0.238853548746089"," ","","","",""
"8","1075660.15783485","859370.91043228","485475.745153262","0.324361558196958","0.238853548746089","0.238853548746089"," ","","","",""
"9","619201.793229243","669364.191683681","582510.419787929","0.324361558196958","0.238853548746089","0.238853548746089"," ","","","",""
"10","389104.221385326","385318.266922006","453717.494454793","0.324361558196958","0.238853548746089","0.238853548746089"," ","","","",""
"11","344221.890613364","242132.638948484","261181.641933623","0.324361558196958","0.238853548746089","0.238853548746089"," ","","","",""
"12","274892.536745176","385263.900693976","425270.412628684","0.324361558196958","0.238853548746089","0.238853548746089"," ","","","",""
""
"l). Fbar(2019) = 0.26"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","4397873.9747327","4397873.9747327","4397873.9747327","0.00209508412162111","0.00191010762715716","0.00191010762715716"," ","2018","4178339.57482984","0.285178627568859","1000558.99771495"
"1","5970272.42466146","3777363.02015087","3778061.80814834","0.0118312973101209","0.0107867035017857","0.0107867035017857"," ","2019","4132115.6985065","0.26","851263.803572346"
"2","5028684.08822179","5078222.30976534","3216325.14647987","0.038754870045122","0.0353331745005986","0.0353331745005987"," ","2020","3966956.43398831","0.26","839583.310948143"
"3","2025719.533197","4163697.35652029","4219126.37647737","0.108166540844789","0.0986164386139163","0.0986164386139163"," ","","","",""
"4","3558913.83628159","1564800.62801362","3247180.32853474","0.200033212307781","0.182372135118944","0.182372135118944"," ","","","",""
"5","1254604.8902811","2507840.90019577","1122306.88586726","0.262118463185347","0.238975834231247","0.238975834231247"," ","","","",""
"6","1140248.18370323","830856.843908427","1699690.79564379","0.31501834595725","0.287205148040445","0.287205148040445"," ","","","",""
"7","1380998.65609648","716216.773009893","536599.691089346","0.324361558196958","0.295723441304682","0.295723441304682"," ","","","",""
"8","1075660.15783485","859370.91043228","458637.177921094","0.324361558196958","0.295723441304682","0.295723441304682"," ","","","",""
"9","619201.793229243","669364.191683681","550307.482316808","0.324361558196958","0.295723441304682","0.295723441304682"," ","","","",""
"10","389104.221385326","385318.266922006","428634.619355665","0.324361558196958","0.295723441304682","0.295723441304682"," ","","","",""
"11","344221.890613364","242132.638948484","246742.730974991","0.324361558196958","0.295723441304682","0.295723441304682"," ","","","",""
"12","274892.536745176","385263.900693976","401760.178234619","0.324361558196958","0.295723441304682","0.295723441304682"," ","","","",""
""
"m). Fbar(2019) = 0.27"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","4397873.9747327","4397873.9747327","4397873.9747327","0.00209508412162111","0.00198357330512475","0.00198357330512475"," ","2018","4178339.57482984","0.285178627568859","1000558.99771495"
"1","5970272.42466146","3777363.02015087","3777784.26047144","0.0118312973101209","0.0112015767133928","0.0112015767133928"," ","2019","4126821.10752544","0.27","880338.890400645"
"2","5028684.08822179","5078222.30976534","3214991.05609509","0.038754870045122","0.0366921427506217","0.0366921427506217"," ","2020","3939483.87740317","0.27","862022.439061576"
"3","2025719.533197","4163697.35652029","4213396.61185481","0.108166540844789","0.102409378560605","0.102409378560605"," ","","","",""
"4","3558913.83628159","1564800.62801362","3234887.29665607","0.200033212307781","0.189386448008135","0.189386448008135"," ","","","",""
"5","1254604.8902811","2507840.90019577","1114462.21885007","0.262118463185347","0.248167212470911","0.248167212470911"," ","","","",""
"6","1140248.18370323","830856.843908427","1684139.87134437","0.31501834595725","0.298251499888155","0.298251499888155"," ","","","",""
"7","1380998.65609648","716216.773009893","530704.840339551","0.324361558196958","0.3070974198164","0.3070974198164"," ","","","",""
"8","1075660.15783485","859370.91043228","453450.20270573","0.324361558196958","0.3070974198164","0.3070974198164"," ","","","",""
"9","619201.793229243","669364.191683681","544083.758185795","0.324361558196958","0.3070974198164","0.3070974198164"," ","","","",""
"10","389104.221385326","385318.266922006","423786.959257278","0.324361558196958","0.3070974198164","0.3070974198164"," ","","","",""
"11","344221.890613364","242132.638948484","243952.184347393","0.324361558196958","0.3070974198164","0.3070974198164"," ","","","",""
"12","274892.536745176","385263.900693976","397216.455685851","0.324361558196958","0.3070974198164","0.3070974198164"," ","","","",""
""
"n). Fbar(2019) = 0.28"
"Age","N(2018)","N(2019)","N(2020)","F(2018)","F(2019)","F(2020)","","Year","SSB","F.bar","Yield"
"0","4397873.9747327","4397873.9747327","4397873.9747327","0.00209508412162111","0.00205703898309233","0.00205703898309233"," ","2018","4178339.57482984","0.285178627568859","1000558.99771495"
"1","5970272.42466146","3777363.02015087","3777506.73318402","0.0118312973101209","0.011616449925","0.011616449925"," ","2019","4121535.09162889","0.28","909166.813755828"
"2","5028684.08822179","5078222.30976534","3213657.51907388","0.038754870045122","0.0380511110006447","0.0380511110006447"," ","2020","3912291.72645246","0.28","883878.182701899"
"3","2025719.533197","4163697.35652029","4207674.628512","0.108166540844789","0.106202318507294","0.106202318507294"," ","","","",""
"4","3558913.83628159","1564800.62801362","3222640.80319458","0.200033212307781","0.196400760897325","0.196400760897325"," ","","","",""
"5","1254604.8902811","2507840.90019577","1106672.38425116","0.262118463185347","0.257358590710574","0.257358590710574"," ","","","",""
"6","1140248.18370323","830856.843908427","1668731.2265979","0.31501834595725","0.309297851735864","0.309297851735864"," ","","","",""
"7","1380998.65609648","716216.773009893","524874.747855441","0.324361558196958","0.318471398328119","0.318471398328119"," ","","","",""
"8","1075660.15783485","859370.91043228","448321.88979072","0.324361558196958","0.318471398328119","0.318471398328119"," ","","","",""
"9","619201.793229243","669364.191683681","537930.421507805","0.324361558196958","0.318471398328119","0.318471398328119"," ","","","",""
"10","389104.221385326","385318.266922006","418994.123961574","0.324361558196958","0.318471398328119","0.318471398328119"," ","","","",""
"11","344221.890613364","242132.638948484","241193.197516714","0.324361558196958","0.318471398328119","0.318471398328119"," ","","","",""
"12","274892.536745176","385263.900693976","392724.120546087","0.324361558196958","0.318471398328119","0.318471398328119"," ","","","",""
""
